onet,onet_title,noc 2021,noc_title,noc 2016,noc 2016 title,Noc 2006,noc_title_2006
25-2057.00,"Special Education Teachers, Middle School",42203,Instructors of persons with disabilities,4215,Instructors of persons with disabilities,E214,Instructors and teachers of persons with disabilities
25-2058.00,"Special Education Teachers, Secondary School",42203,Instructors of persons with disabilities,4215,Instructors of persons with disabilities,E214,Instructors and teachers of persons with disabilities
25-2059.00,"Special Education Teachers, All Other",42203,Instructors of persons with disabilities,4215,Instructors of persons with disabilities,E214,Instructors and teachers of persons with disabilities
25-2059.01,Adapted Physical Education Specialists,42203,Instructors of persons with disabilities,4215,Instructors of persons with disabilities,E214,Instructors and teachers of persons with disabilities
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",42203,Instructors of persons with disabilities,4215,Instructors of persons with disabilities,E214,Instructors and teachers of persons with disabilities
21-2099.00,"Religious Workers, All Other",42204,Religion workers,4217,Other religious occupations,E216,Other religious occupations
25-9042.00,Teacher Assistants,43100,Elementary and secondary school teacher assistants,4413,Elementary and secondary school teacher assistants,G812,Elementary and secondary school teacher assistants
25-9043.00,"Teaching Assistants, Special Education",43100,Elementary and secondary school teacher assistants,4413,Elementary and secondary school teacher assistants,G812,Elementary and secondary school teacher assistants
25-9049.00,"Teaching Assistants, All Other",43100,Elementary and secondary school teacher assistants,4413,Elementary and secondary school teacher assistants,G812,Elementary and secondary school teacher assistants
25-1194.00,"Vocational Education Teachers, Postsecondary",43109,Other instructors,4216,Other instructors,E215,Other instructors
25-3021.00,Self-Enrichment Education Teachers,43109,Other instructors,4216,Other instructors,E215,Other instructors
25-3041.00,Tutors,43109,Other instructors,4216,Other instructors,E215,Other instructors
33-3011.00,Bailiffs,43200,Sheriffs and bailiffs,4421,Sheriffs and bailiffs,G621,Sheriffs and bailiffs
33-3051.00,Sheriffs and Deputy Sheriffs,43200,Sheriffs and bailiffs,4421,Sheriffs and bailiffs,G621,Sheriffs and bailiffs
33-3012.00,Correctional Officers and Jailers,43201,Correctional service officers,4422,Correctional service officers,G622,Correctional service officers
13-1041.00,Licensing Examiners and Inspectors,43202,By-law enforcement and other regulatory officers,4423,"By-law enforcement and other regulatory officers, n.e.c.",G623,"By-law enforcement and other regulatory officers, n.e.c."
13-1041.04,Government Property Inspectors and Investigators,43202,By-law enforcement and other regulatory officers,4423,"By-law enforcement and other regulatory officers, n.e.c.",G623,"By-law enforcement and other regulatory officers, n.e.c."
33-3041.00,Parking Enforcement Workers,43202,By-law enforcement and other regulatory officers,4423,"By-law enforcement and other regulatory officers, n.e.c.",G623,"By-law enforcement and other regulatory officers, n.e.c."
33-9011.00,Animal Control Workers,43202,By-law enforcement and other regulatory officers,4423,"By-law enforcement and other regulatory officers, n.e.c.",G623,"By-law enforcement and other regulatory officers, n.e.c."
33-3051.04,Customs and Border Protection Officers,43203,"Border services, customs, and immigration officers",1228,"Employment insurance, immigration, border services and revenue officers",B318,"Immigration, employment insurance and revenue officers"
33-3051.04,Customs and Border Protection Officers,43203,"Border services, customs, and immigration officers",1228,"Employment insurance, immigration, border services and revenue officers",B318,"Immigration, employment insurance and revenue officers"
55-2011.00,First-Line Supervisors of Air Crew Members,43204,Operations members of the Canadian Armed Forces,4313,Non-commissioned ranks of the Canadian Forces,G624,"Other ranks, armed forces"
55-2012.00,First-Line Supervisors of Weapons Specialists/Crew Members,43204,Operations members of the Canadian Armed Forces,4313,Non-commissioned ranks of the Canadian Forces,G624,"Other ranks, armed forces"
55-2013.00,First-Line Supervisors of All Other Tactical Operations Specialists,43204,Operations members of the Canadian Armed Forces,4313,Non-commissioned ranks of the Canadian Forces,G624,"Other ranks, armed forces"
55-3011.00,Air Crew Members,43204,Operations members of the Canadian Armed Forces,4313,Non-commissioned ranks of the Canadian Forces,G624,"Other ranks, armed forces"
55-3012.00,Aircraft Launch and Recovery Specialists,43204,Operations members of the Canadian Armed Forces,4313,Non-commissioned ranks of the Canadian Forces,G624,"Other ranks, armed forces"
